FactID,CustomerID,TotalSpent,TotalFrequency,ChurnFlag,Cluster
17412,28454,98.31,1,1,1
17413,11847,138.09,2,1,1
17414,12511,9.93,1,1,1
17415,14578,937.56,1,1,1
17416,11813,6578.34,2,1,1
17417,14297,3685.64,2,1,1
17418,11955,6578.34,2,1,1
17419,14597,5307.66,2,1,1
17420,11250,7863.46,4,1,1
17421,19958,6692.44,2,1,1
17422,24372,3708.43,2,1,1
17423,11445,8948.32,3,1,1
17424,12114,5214.52,2,1,1
17425,25396,2649.85,1,1,1
17426,25430,2673.06,1,1,1
17427,22182,6636.98,2,1,1
17428,24520,2721.12,1,1,1
17429,24632,2743.75,1,1,1
17430,19527,1347.49,1,1,1
17431,20191,1263.52,1,1,1
17432,16955,1945.32,1,1,1
17433,17465,1950.28,1,1,1
17434,22623,612.14,1,1,1
17435,11611,6489.95,2,1,1
17436,13595,10376.54,4,1,1
17437,14185,10522.92,4,1,1
17438,12486,6245.9,3,1,1
17439,14773,7752.25,3,1,1
17440,16681,76.1,2,1,1
17441,16615,105.9,2,1,1
17442,24886,88.92,1,1,1
17443,20631,79.52,1,1,1
17444,19976,48.66,2,1,1
17445,20155,66.28,1,1,1
17446,17298,192.77,2,1,1
17447,27716,8.04,1,1,1
17448,13613,116.27,3,1,1
17449,17068,102.73,2,1,1
17450,12665,82.37,3,1,1
17451,16627,71.69,2,1,1
17452,17847,4579.5,2,1,1
17453,17841,3097.89,2,1,1
17454,23926,2699.9,1,1,1
17455,14137,4859.51,2,1,1
17456,12857,4844.41,2,1,1
17458,11499,212.39,2,1,1
17459,13072,171.28,2,1,1
17461,11719,317.36,5,1,1
17464,11660,358.82,5,1,1
17465,25006,33.13,1,1,1
17466,25374,79.1,1,1,1
17467,23180,168.27,1,1,1
17469,21368,16.55,1,1,1
17470,21452,55.22,1,1,1
17471,19654,87.27,1,1,1
17472,27428,104.4,1,1,1
17473,18652,15.45,1,1,1
17474,14627,8.04,1,1,1
17475,16932,16.09,2,1,1
17476,15459,38.59,1,1,1
17477,17857,27.61,1,1,1
17478,16186,71.79,1,1,1
17479,12498,44.19,1,1,1
17480,19822,40.84,1,1,1
17481,16282,71.0,2,1,1
17482,16042,27.61,1,1,1
17483,28546,132.58,1,1,1
17484,24857,5.51,1,1,1
17485,13688,30.14,1,1,1
17486,19272,15.45,1,1,1
17487,18040,214.35,1,1,1
17488,12956,119.85,2,1,1
17489,12146,251.3,2,1,1
17490,12933,157.96,2,1,1
17491,12416,44.19,1,1,1
17492,16673,2725.28,1,1,1
17493,22995,6696.85,2,1,1
17494,14414,1982.26,2,1,1
17495,13949,5026.12,2,1,1
17496,13905,5026.12,2,1,1
17497,11797,6599.87,2,1,1
17498,11778,6489.95,2,1,1
17499,26965,857.84,1,1,1
17500,23348,4604.88,2,1,1
17501,17308,6653.89,2,1,1
17502,19975,6692.55,2,1,1
17503,25052,2382.29,2,1,1
17504,22577,3031.06,2,1,1
17505,22572,3312.04,2,1,1
17506,27359,1485.64,2,1,1
17507,11101,9130.08,3,1,1
17508,25867,6391.39,2,1,1
17509,23176,596.69,1,1,1
17510,19123,1293.38,1,1,1
17511,26937,684.5,1,1,1
17512,26913,671.8,1,1,1
17513,11241,12673.45,7,1,1
17514,28446,2649.85,1,1,1
17516,30039,55823.38,8,1,1
17517,29776,116621.13,4,1,1
17518,30001,1712.44,2,1,1
17520,29565,5537.26,8,1,1
17522,29602,9613.38,4,1,1
17523,30065,325324.05,8,1,1
17525,29599,7841.74,6,1,1
17527,29502,1291.88,4,1,1
17529,29890,14794.64,8,1,1
17530,30116,211671.27,4,1,1
17532,29693,307800.86,4,1,1
17533,29694,5131.39,4,1,1
17534,30096,148385.95,9,1,1
17536,29874,25614.02,4,1,1
17539,29745,17802.7,8,1,1
17540,29745,17802.7,8,1,1
17542,29987,402574.86,4,1,1
17543,29654,50149.23,8,1,1
17544,29683,45316.89,8,1,1
17545,29650,1720.88,4,1,1
17546,29692,366009.65,8,1,1
17547,29604,3425.9,8,1,1
17548,29974,87227.32,5,1,1
17549,29747,20895.92,9,1,1
17550,29970,30177.34,4,1,1
17551,29647,402240.8,8,1,1
17552,29783,348070.07,8,1,1
17553,29605,279226.0,8,1,1
17554,29631,30395.44,4,1,1
17555,29867,19502.6,7,1,1
17556,29778,50673.19,8,1,1
17558,29909,285873.69,8,1,1
17559,29500,147107.03,7,1,1
17561,29820,120813.02,4,1,1
17562,29682,13525.14,8,1,1
17563,29591,20867.01,4,1,1
17565,29811,170328.56,12,1,1
17567,29670,34882.52,4,1,1
17568,29648,3876.89,4,1,1
17570,29704,377088.62,8,1,1
17571,29941,176701.58,4,1,1
17572,30075,280716.36,8,1,1
17573,30114,13135.03,8,1,1
17574,29671,52748.3,4,1,1
17575,30057,5734.49,5,1,1
17576,29533,93332.01,12,1,1
17577,29595,131484.3,4,1,1
17578,29805,67712.48,8,1,1
17579,29656,44104.2,4,1,1
17581,29658,329150.84,8,1,1
17582,30109,378936.09,8,1,1
17583,29737,167690.13,4,1,1
17584,29679,9680.94,7,1,1
17586,30070,241374.5,4,1,1
17587,29829,3017.57,4,1,1
17588,29875,9104.48,6,1,1
17589,29570,61854.54,12,1,1
17591,29894,131237.7,4,1,1
17592,29879,33364.2,8,1,1
17593,29850,8381.69,4,1,1
17594,29837,17225.57,8,1,1
17595,29826,7834.82,7,1,1
17596,29634,34605.0,4,1,1
17597,29871,24125.57,4,1,1
17598,30018,3358.51,8,1,1
17599,29520,48061.47,8,1,1
17600,29795,166136.48,8,1,1
17601,30084,9336.93,8,1,1
17602,29606,16030.15,10,1,1
17603,29920,3980.79,8,1,1
17604,29837,17225.57,8,1,1
17605,29589,223583.86,4,1,1
17607,29679,9680.94,7,1,1
17608,29981,96507.66,8,1,1
17609,30051,185558.83,4,1,1
17610,29623,12019.43,3,1,1
17611,11792,132.58,2,1,1
17612,18259,34.22,2,1,1
17613,20454,26.28,1,1,1
17614,21239,8.04,1,1,1
17615,23430,5.51,1,1,1
17616,27148,87.27,1,1,1
17617,13996,73.22,2,1,1
17618,17252,102.73,2,1,1
17619,15050,4647.9,2,1,1
17620,22308,1954.7,1,1,1
17621,12859,6261.17,3,1,1
17622,11891,121.52,2,1,1
17623,28808,27.61,1,1,1
17624,11306,46.72,2,1,1
17625,26273,66.82,1,1,1
17626,27477,26.28,1,1,1
17627,23791,79.1,1,1,1
17629,15760,161.9,4,1,1
17630,19709,217.96,2,1,1
17631,23694,77.32,1,1,1
17632,23011,16.55,1,1,1
17633,19779,77.34,1,1,1
17634,22012,16.55,1,1,1
17635,18083,99.42,1,1,1
17636,17396,14.3,1,1,1
17637,14751,8.04,1,1,1
17638,14996,24.29,1,1,1
17639,12627,122.59,2,1,1
17640,18155,149.65,2,1,1
17641,12411,176.79,2,1,1
17642,13164,111.01,1,1,1
17643,16747,2740.33,1,1,1
17644,14486,3658.0,2,1,1
17645,13602,9255.79,3,1,1
17646,12473,6260.07,3,1,1
17647,20236,5833.58,2,1,1
17648,23431,4594.94,2,1,1
17649,20260,5872.25,2,1,1
17650,20246,6669.34,2,1,1
17651,13625,7693.16,3,1,1
17652,13541,7223.04,3,1,1
17653,22466,606.62,1,1,1
17654,29082,820.3,1,1,1
17655,11427,10959.38,4,1,1
17657,15146,178.94,2,1,1
17658,21187,35.67,1,1,1
17659,17355,51.35,2,1,1
17660,18492,241.18,2,1,1
17661,20262,30.69,1,1,1
17662,28943,55.22,1,1,1
17663,14319,152.99,2,1,1
17664,12371,236.51,3,1,1
17665,17848,4328.88,2,1,1
17666,25445,1918.26,1,1,1
17667,21683,1966.31,1,1,1
17668,16422,5119.31,2,1,1
17669,15684,7694.2,3,1,1
17670,11684,103.85,2,1,1
17671,27065,76.21,1,1,1
17672,24394,40.43,1,1,1
17674,25967,33.13,1,1,1
17676,22239,35.67,1,1,1
17677,19864,77.34,1,1,1
17678,19876,87.27,1,1,1
17679,26802,5.51,1,1,1
17680,16720,44.18,1,1,1
17681,14409,94.46,1,1,1
17682,13737,43.37,1,1,1
17683,16300,123.7,2,1,1
17684,12497,46.72,1,1,1
17685,22672,32.58,1,1,1
17686,17816,41.18,1,1,1
17687,20135,77.32,1,1,1
17688,16293,5.51,1,1,1
17689,21816,92.23,1,1,1
17690,23919,64.61,1,1,1
17691,12563,131.45,2,1,1
17692,11280,85.38,2,1,1
17693,11201,199.94,2,1,1
17694,12135,93.91,2,1,1
17695,16717,258.36,3,1,1
17696,12611,74.54,2,1,1
17697,12563,131.45,2,1,1
17698,14580,1622.79,2,1,1
17699,14581,1727.17,2,1,1
17700,14456,3763.53,2,1,1
17701,14420,3669.07,2,1,1
17702,12041,6628.04,2,1,1
17703,25127,2403.28,2,1,1
17704,13648,7475.81,3,1,1
17705,29201,4789.73,2,1,1
17706,24684,2644.33,1,1,1
17707,20683,1918.26,1,1,1
17708,14185,10522.92,4,1,1
17709,11099,9078.67,3,1,1
17710,11904,9077.02,3,1,1
17711,29084,820.3,1,1,1
17712,11464,8982.0,3,1,1
17713,27515,596.69,1,1,1
17714,12139,113.74,2,1,1
17715,11122,47.44,3,1,1
17716,13046,71.79,2,1,1
17717,13150,98.61,2,1,1
17718,13613,116.27,3,1,1
17719,18199,110.43,2,1,1
17720,18270,104.39,2,1,1
17721,16436,5189.62,2,1,1
17722,15927,7660.86,3,1,1
17723,12623,6221.38,3,1,1
17724,15697,7706.87,3,1,1
17725,14429,9275.69,3,1,1
17726,11086,169.56,2,1,1
17728,27609,40.08,1,1,1
17729,28253,15.45,1,1,1
17730,14265,237.82,5,1,1
17731,25194,36.02,1,1,1
17732,27458,76.21,1,1,1
17733,16497,146.64,4,1,1
17734,26687,27.61,1,1,1
17735,16085,158.6,3,1,1
17736,16948,274.05,3,1,1
17737,17699,75.06,1,1,1
17738,25328,99.42,1,1,1
17739,25002,5.51,1,1,1
17740,23368,5.51,1,1,1
17741,15939,44.18,1,1,1
17742,14375,44.18,1,1,1
17743,20740,155.74,2,1,1
17744,14254,90.01,1,1,1
17745,14942,5.51,1,1,1
17746,16314,123.7,2,1,1
17747,16943,41.91,1,1,1
17748,21522,136.98,1,1,1
17749,20974,139.54,1,1,1
17750,26915,65.17,1,1,1
17751,15155,3479.58,2,1,1
17752,14648,3341.54,2,1,1
17753,14484,3696.66,2,1,1
17754,12079,6639.06,2,1,1
17755,11937,6506.51,2,1,1
17756,14449,3707.74,2,1,1
17757,12782,2653.05,1,1,1
17758,17184,8014.95,3,1,1
17759,17734,5192.13,2,1,1
17760,24585,3719.45,2,1,1
17761,24484,3938.04,2,1,1
17762,13122,7592.93,3,1,1
17763,13284,5268.12,2,1,1
17764,12986,5329.43,2,1,1
17765,13559,7192.12,3,1,1
17766,22674,635.35,1,1,1
17767,13050,6244.63,3,1,1
17768,27500,1516.0,2,1,1
17769,27512,596.69,1,1,1
17770,20615,6696.85,2,1,1
17771,20616,6732.99,2,1,1
17773,14233,87.26,2,1,1
17774,16710,100.84,2,1,1
17775,16625,90.4,2,1,1
17776,23646,15.45,1,1,1
17777,17250,108.25,2,1,1
17778,16016,130.31,2,1,1
17779,17896,3364.49,2,1,1
17780,25444,1939.25,1,1,1
17781,21071,2800.04,2,1,1
17782,14140,4859.51,2,1,1
17783,15923,7285.02,3,1,1
17784,15700,6903.52,3,1,1
17786,11125,88.06,3,1,1
17787,18314,127.88,3,1,1
17788,16506,112.75,3,1,1
17789,12203,221.21,4,1,1
17790,23561,33.14,1,1,1
17792,22775,41.18,1,1,1
17793,11642,532.47,5,1,1
17794,13144,311.02,4,1,1
17795,15572,115.53,3,1,1
17796,14265,237.82,5,1,1
17798,16986,75.68,1,1,1
17799,15516,8.04,1,1,1
17800,25157,8.04,1,1,1
17801,14536,75.68,1,1,1
17802,15442,103.3,1,1,1
17803,12444,324.21,4,1,1
17804,14760,184.82,3,1,1
17805,11860,77.34,2,1,1
17806,13229,24.29,1,1,1
17807,19719,729.23,1,1,1
17808,14464,3710.28,2,1,1
17809,27006,829.08,1,1,1
17810,27118,858.96,1,1,1
17811,16424,6340.91,3,1,1
17812,13600,9348.58,3,1,1
17813,17730,5251.21,2,1,1
17814,13123,7475.81,3,1,1
17815,13135,7484.32,3,1,1
17816,29221,4774.29,2,1,1
17817,13366,5247.69,2,1,1
17818,23217,622.97,1,1,1
17819,19987,5043.72,2,1,1
17820,20394,1280.1,1,1,1
17821,17567,1889.53,1,1,1
17822,27795,1297.8,1,1,1
17823,17233,4804.27,2,1,1
17824,14059,117.96,2,1,1
17825,19578,100.84,2,1,1
17826,22941,65.17,1,1,1
17827,26143,137.0,1,1,1
17828,29188,77.32,1,1,1
17829,14217,154.09,2,1,1
17830,21545,1802.76,2,1,1
17831,13561,4854.66,2,1,1
17832,15637,7734.53,3,1,1
17833,15086,7689.22,3,1,1
17834,15118,9172.95,3,1,1
17835,11667,100.86,2,1,1
17836,11643,110.74,2,1,1
17839,27637,76.21,1,1,1
17840,28232,158.88,1,1,1
17842,23689,48.59,1,1,1
17843,24961,79.1,1,1,1
17844,18449,111.54,2,1,1
17845,23687,33.14,1,1,1
17846,14574,196.25,3,1,1
17847,20349,77.34,1,1,1
17848,19018,147.51,1,1,1
17849,23554,5.51,1,1,1
17850,19082,44.18,1,1,1
17851,21533,44.44,1,1,1
17852,20133,32.02,1,1,1
17853,21077,26.28,1,1,1
17854,28570,74.58,1,1,1
17855,22701,64.07,1,1,1
17856,25541,23.75,1,1,1
17857,14784,172.66,2,1,1
17858,17186,85.38,2,1,1
17859,13071,159.06,4,1,1
17860,11235,152.99,2,1,1
17861,12180,6552.9,2,1,1
17862,12078,6602.63,2,1,1
17863,15490,5318.94,2,1,1
17864,23423,4349.88,2,1,1
17865,20609,6760.05,2,1,1
17866,25213,2414.31,2,1,1
17867,13650,7478.79,3,1,1
17868,23730,5335.06,2,1,1
17869,23731,5335.06,2,1,1
17870,24957,858.96,1,1,1
17871,23829,5306.33,2,1,1
17872,26200,3045.98,2,1,1
17873,18476,681.69,1,1,1
17874,23265,622.07,1,1,1
17875,23183,606.62,1,1,1
17876,18475,681.69,1,1,1
17877,22733,606.62,1,1,1
17878,17521,1934.83,1,1,1
17879,24100,1292.25,1,1,1
17880,14670,3226.48,2,1,1
17881,20282,41.18,1,1,1
17882,22176,111.01,1,1,1
17883,26164,77.34,1,1,1
17884,12997,130.59,3,1,1
17885,12690,218.29,3,1,1
17886,25266,64.07,1,1,1
17887,11369,131.45,2,1,1
17888,18206,72.89,2,1,1
17889,17902,4594.94,2,1,1
17890,12386,4914.34,2,1,1
17891,13562,4827.84,2,1,1
17892,15097,9256.68,3,1,1
17893,11890,144.14,2,1,1
17895,12068,103.85,2,1,1
17896,28225,66.82,1,1,1
17898,23796,40.43,1,1,1
17899,24285,36.02,1,1,1
17900,12165,310.11,4,1,1
17901,19224,389.53,3,1,1
17902,16213,170.77,3,1,1
17903,18380,14.3,1,1,1
17904,18944,162.37,2,1,1
17905,16049,44.18,1,1,1
17906,15680,5.51,1,1,1
17907,14543,46.72,1,1,1
17908,15711,139.85,2,1,1
17909,16266,70.69,1,1,1
17910,17951,30.14,1,1,1
17911,17711,77.32,1,1,1
17912,17809,226.81,1,1,1
17913,19373,99.42,1,1,1
17914,12134,107.68,2,1,1
17915,16294,15.45,1,1,1
17916,29439,26.28,1,1,1
17917,17371,167.87,3,1,1
17918,12978,55.5,1,1,1
17919,12788,62.95,1,1,1
17920,11563,59.66,1,1,1
17921,12966,118.19,1,1,1
17922,15850,5318.41,2,1,1
17923,14434,3753.02,2,1,1
17924,15048,7393.09,3,1,1
17925,14192,10444.36,4,1,1
17926,25215,2382.29,2,1,1
17927,24477,3648.77,2,1,1
17928,17728,5226.68,2,1,1
17929,13117,7548.72,3,1,1
17930,13130,7510.85,3,1,1
17931,29203,4789.73,2,1,1
17932,26012,6402.43,2,1,1
17933,22787,685.61,1,1,1
17934,24047,1297.8,1,1,1
17935,27823,1286.74,1,1,1
17936,22480,681.73,1,1,1
17937,26956,671.8,1,1,1
17938,17232,4804.27,2,1,1
17939,27513,622.97,1,1,1
17940,27343,146.93,1,1,1
17941,21371,8.04,1,1,1
17942,15233,66.28,2,1,1
17943,17831,3039.19,2,1,1
17944,22595,2784.52,1,1,1
17945,13263,12013.63,4,1,1
17946,12615,6257.87,3,1,1
17947,11662,110.8,2,1,1
17948,26248,76.21,1,1,1
17949,11709,360.11,5,1,1
17950,27603,103.27,1,1,1
17952,25257,162.74,1,1,1
17954,14725,352.31,3,1,1
17957,15197,211.95,3,1,1
17958,21270,86.72,1,1,1
17959,28342,77.34,1,1,1
17960,19245,132.58,1,1,1
17961,22354,44.18,1,1,1
17962,14743,71.24,1,1,1
17963,14369,51.35,1,1,1
17964,13864,24.29,1,1,1
17965,14699,87.27,1,1,1
17966,25326,87.26,1,1,1
17967,22553,54.11,1,1,1
17968,12752,172.66,3,1,1
17969,24854,26.28,1,1,1
17970,12235,69.35,2,1,1
17971,28890,121.52,1,1,1
17972,12327,15.45,2,1,1
17973,13193,79.53,1,1,1
17974,11385,15.45,1,1,1
17975,20544,2715.35,1,1,1
17976,12440,6534.14,2,1,1
17977,14602,3481.34,2,1,1
17978,12914,2574.63,1,1,1
17979,14412,3669.07,2,1,1
17980,12486,6245.9,3,1,1
17981,20612,6696.85,2,1,1
17982,29175,4789.73,2,1,1
17983,26018,6485.29,2,1,1
17984,24676,2720.01,1,1,1
17985,24683,2644.33,1,1,1
17986,21621,2891.63,2,1,1
17987,18647,662.41,1,1,1
17988,26321,1717.62,2,1,1
17989,20529,1297.8,1,1,1
17990,20387,1320.44,1,1,1
17991,20400,1238.14,1,1,1
17992,20434,1293.38,1,1,1
17993,17143,1949.19,1,1,1
17994,22463,635.35,1,1,1
17995,27866,2649.85,1,1,1
17996,11894,9086.42,3,1,1
17997,11905,9012.36,3,1,1
17998,11762,9091.95,3,1,1
17999,19618,131.99,2,1,1
18000,22003,62.95,1,1,1
18001,23078,16.83,1,1,1
18002,23079,8.04,1,1,1
18003,26145,87.27,1,1,1
18004,25001,55.22,1,1,1
18005,11367,95.32,2,1,1
18006,11911,69.02,3,1,1
18007,19608,75.64,2,1,1
18008,24040,2742.86,1,1,1
18009,15626,7767.13,3,1,1
18010,15100,7682.6,3,1,1
18011,12212,6517.58,2,1,1
18012,15354,9168.51,3,1,1
18013,12217,6489.95,2,1,1
18014,12861,4855.43,2,1,1
18018,28146,66.82,1,1,1
18019,26812,64.61,1,1,1
18020,26128,76.21,1,1,1
18021,24931,40.43,1,1,1
18022,25898,42.96,1,1,1
18023,23790,51.75,1,1,1
18024,25966,30.14,1,1,1
18025,24518,40.43,1,1,1
18026,24643,38.55,1,1,1
18027,21425,11.04,1,1,1
18028,20477,76.21,1,1,1
18029,28359,87.27,1,1,1
18030,18927,98.62,2,1,1
18031,15297,44.18,1,1,1
18032,13880,79.53,1,1,1
18033,13245,51.35,1,1,1
18034,20806,30.14,1,1,1
18035,17081,82.85,1,1,1
18036,14537,46.72,1,1,1
18037,20965,33.14,1,1,1
18038,20566,30.14,1,1,1
18039,23967,5.51,1,1,1
18040,24123,8.04,1,1,1
18041,26418,40.08,1,1,1
18042,25549,8.04,1,1,1
18043,25503,54.11,1,1,1
18044,11734,150.04,2,1,1
18045,11704,103.85,2,1,1
18046,11692,103.85,2,1,1
18047,14096,258.23,5,1,1
18048,12057,96.44,2,1,1
18049,11713,212.1,2,1,1
18050,12628,16.55,1,1,1
18051,11397,42.51,1,1,1
18052,14616,1700.13,2,1,1
18053,14613,1769.72,2,1,1
18054,15006,3308.47,2,1,1
18055,14433,3693.36,2,1,1
18056,15566,5428.28,2,1,1
18057,28490,860.38,1,1,1
18058,26975,845.68,1,1,1
18059,28497,857.84,1,1,1
18060,26991,1397.65,1,1,1
18061,13651,7527.39,3,1,1
18062,29204,4774.29,2,1,1
18063,24955,820.3,1,1,1
18064,24956,830.23,1,1,1
18065,13328,5202.36,2,1,1
18066,25962,6430.05,2,1,1
18067,12193,5340.5,2,1,1
18068,20541,1297.8,1,1,1
18069,17564,1918.26,1,1,1
18070,22472,596.69,1,1,1
18071,22694,635.35,1,1,1
18072,11764,8982.57,3,1,1
18073,23324,3017.25,2,1,1
18074,14087,377.88,3,1,1
18075,11752,152.35,3,1,1
18076,11425,11634.13,6,1,1
18077,15054,4591.52,2,1,1
18078,25481,2738.57,1,1,1
18080,26101,27.61,1,1,1
18081,21251,211.35,2,1,1
18082,12182,96.41,4,1,1
18083,22025,16.55,1,1,1
18084,21328,55.22,1,1,1
18085,13708,177.39,4,1,1
18086,20485,16.55,1,1,1
18087,15942,212.02,3,1,1
18088,18820,87.27,1,1,1
18089,18542,137.0,1,1,1
18090,19149,137.0,1,1,1
18091,17436,5.51,1,1,1
18092,11748,145.35,5,1,1
18093,16773,15.45,1,1,1
18094,17682,75.68,1,1,1
18095,22015,5.51,1,1,1
18096,14917,71.24,1,1,1
18097,15165,44.18,1,1,1
18098,13913,118.19,1,1,1
18099,13654,62.95,1,1,1
18100,14955,114.89,2,1,1
18101,19925,92.79,1,1,1
18102,25787,30.69,1,1,1
18103,21911,30.69,1,1,1
18104,12610,112.65,2,1,1
18105,16563,69.56,2,1,1
18106,27135,47.48,1,1,1
18107,15376,150.55,3,1,1
18108,14599,3374.76,2,1,1
18109,12179,6534.13,2,1,1
18110,14657,3399.04,2,1,1
18111,12108,6570.55,2,1,1
18112,12903,2577.17,1,1,1
18113,14452,3732.02,2,1,1
18114,23436,4365.33,2,1,1
18115,20448,6679.27,2,1,1
18116,13132,7603.08,3,1,1
18117,25865,5131.43,2,1,1
18118,26055,6391.39,2,1,1
18119,23238,682.3,1,1,1
18120,26040,3335.25,2,1,1
18121,22784,623.75,1,1,1
18122,20422,1253.59,1,1,1
18123,11899,9049.4,3,1,1
18124,28352,622.07,1,1,1
18125,13954,141.95,3,1,1
18126,18715,136.98,2,1,1
18127,16165,90.4,2,1,1
18128,27363,146.93,1,1,1
18129,17077,152.99,2,1,1
18130,26558,6.94,1,1,1
18131,17501,156.89,2,1,1
18132,16681,76.1,2,1,1
18133,18305,177.41,2,1,1
18134,25462,1950.28,1,1,1
18135,21540,1770.73,2,1,1
18136,15080,9177.36,3,1,1
18137,15926,7711.31,3,1,1
18138,15116,7970.21,3,1,1
18139,29327,59.66,1,1,1
18140,29160,13.19,1,1,1
18141,29234,32.02,1,1,1
18143,12959,225.33,4,1,1
18144,22731,77.32,1,1,1
18145,18644,149.66,2,1,1
18146,23475,134.74,1,1,1
18147,28021,87.27,1,1,1
18148,19688,132.58,1,1,1
18149,17696,44.18,1,1,1
18150,17532,5.51,1,1,1
18151,19208,109.35,1,1,1
18152,18753,137.0,1,1,1
18153,18504,142.51,1,1,1
18154,23253,44.18,1,1,1
18155,15375,75.06,1,1,1
18156,15011,99.42,1,1,1
18157,20746,132.54,2,1,1
18158,16542,49.69,2,1,1
18159,28398,79.1,1,1,1
18160,20565,71.79,1,1,1
18161,23935,5.51,1,1,1
18162,20798,136.98,1,1,1
18163,26416,98.31,1,1,1
18164,22588,54.11,1,1,1
18165,20795,4.41,1,1,1
18166,28687,32.03,1,1,1
18167,11581,262.1,5,1,1
18168,27843,30.69,1,1,1
18169,27834,15.45,1,1,1
18170,26226,5.51,1,1,1
18171,16935,104.93,2,1,1
18172,11309,46.72,2,1,1
18173,12183,252.4,4,1,1
18174,13289,73.21,3,1,1
18175,12238,38.66,1,1,1
18176,14591,1658.46,2,1,1
18177,14577,1663.97,2,1,1
18178,19730,706.59,1,1,1
18179,12198,6596.52,2,1,1
18180,14498,3750.8,2,1,1
18181,17767,4532.44,3,1,1
18182,28499,860.38,1,1,1
18183,23429,4349.88,2,1,1
18184,13626,7634.54,3,1,1
18185,28662,5333.95,2,1,1
18186,26075,6373.7,2,1,1
18187,13345,5259.26,2,1,1
18188,26061,6451.05,2,1,1
18189,25973,6401.32,2,1,1
18190,25980,6430.05,2,1,1
18191,26202,3038.0,2,1,1
18192,22717,635.35,1,1,1
18193,19874,5021.62,2,1,1
18194,17559,1933.71,1,1,1
18195,20175,1341.98,1,1,1
18196,28549,2671.95,1,1,1
18197,11759,8899.73,3,1,1
18198,11118,136.8,3,1,1
18199,15783,109.35,2,1,1
18200,14517,91.68,2,1,1
18201,15920,6903.51,3,1,1
18202,22302,1949.19,1,1,1
18203,20825,3565.11,2,1,1
18204,12270,4922.3,2,1,1
18205,11846,93.91,2,1,1
18206,28978,70.69,1,1,1
18207,28282,5.51,1,1,1
18209,27461,122.06,1,1,1
18210,24826,106.16,1,1,1
18211,24774,36.02,1,1,1
18212,26275,30.14,1,1,1
18213,23692,47.44,1,1,1
18214,22087,104.38,1,1,1
18215,17374,228.33,3,1,1
18216,23786,43.07,1,1,1
18217,23261,86.1,1,1,1
18218,21814,16.55,1,1,1
18219,20449,11.04,1,1,1
18220,18814,77.34,1,1,1
18221,14455,241.92,3,1,1
18222,19246,77.34,1,1,1
18223,18673,142.51,1,1,1
18224,14352,94.46,1,1,1
18225,21447,24.29,1,1,1
18226,15115,104.4,1,1,1
18227,16198,127.03,2,1,1
18228,13773,46.72,1,1,1
18229,20595,77.32,1,1,1
18230,25689,6.94,1,1,1
18231,24851,32.58,1,1,1
18232,26912,30.69,1,1,1
18233,24568,15.45,1,1,1
18234,29417,215.77,1,1,1
18235,16579,108.23,2,1,1
18236,12111,215.45,2,1,1
18237,11869,297.33,5,1,1
18238,11852,138.09,2,1,1
18239,14341,269.75,4,1,1
18240,15864,114.42,3,1,1
18241,12719,16.55,1,1,1
18242,11602,38.66,1,1,1
18243,14636,1700.13,2,1,1
18244,15876,5291.87,2,1,1
18245,14470,3737.55,2,1,1
18246,14447,3740.86,2,1,1
18247,13591,9232.57,3,1,1
18248,23425,4366.43,2,1,1
18249,20450,6653.89,2,1,1
18250,17353,6669.34,2,1,1
18251,12248,4353.68,2,1,1
18252,12250,4381.3,2,1,1
18253,13618,7473.28,3,1,1
18254,13629,7612.46,3,1,1
18255,11991,8981.46,3,1,1
18256,26056,6451.05,2,1,1
18257,24654,2710.61,1,1,1
18258,20525,1276.81,1,1,1
18259,21333,1297.8,1,1,1
18260,17116,1950.28,1,1,1
18261,29086,889.89,1,1,1
18262,11766,9149.93,3,1,1
18263,23320,3017.25,2,1,1
18264,19098,135.08,2,1,1
18265,18270,104.39,2,1,1
18266,25233,8.04,1,1,1
18267,19324,1770.73,2,1,1
18271,11181,45.61,2,1,1
18272,28009,8.04,1,1,1
18273,27619,37.55,1,1,1
18274,13268,320.12,4,1,1
18275,21771,25.34,1,1,1
18276,17410,186.46,2,1,1
18277,20128,87.27,1,1,1
18278,17432,5.51,1,1,1
18279,16154,5.51,1,1,1
18280,13876,24.29,1,1,1
18281,15712,56.98,2,1,1
18282,20968,38.65,1,1,1
18283,24576,99.42,1,1,1
18284,23956,74.58,1,1,1
18285,24188,14.3,1,1,1
18286,26410,32.03,1,1,1
18287,12166,179.25,4,1,1
18288,17374,228.33,3,1,1
18289,12971,24.29,1,1,1
18290,14576,1631.57,2,1,1
18291,15906,5260.94,2,1,1
18292,14601,3399.04,2,1,1
18293,14471,3707.75,2,1,1
18294,14451,3715.79,2,1,1
18295,15846,5462.37,2,1,1
18296,28557,2673.06,1,1,1
18297,25758,2683.0,1,1,1
18298,20452,6803.15,2,1,1
18299,20614,6669.34,2,1,1
18300,25218,2414.31,2,1,1
18301,24504,3938.04,2,1,1
18302,25231,2419.84,2,1,1
18303,23276,2644.33,1,1,1
18304,25990,6460.98,2,1,1
18305,26060,6402.43,2,1,1
18306,22749,663.51,1,1,1
18307,20682,1918.26,1,1,1
18308,24051,1293.38,1,1,1
18309,24101,1293.38,1,1,1
18310,11896,8970.36,3,1,1
18311,11900,9124.0,3,1,1
18312,27877,1357.86,1,1,1
